Txn_ID,Value_Date,Channel,Counterparty,Reference,Amount,Currency,Running_Balance
TXN0263,04/04/2026,CARD-STL,Crestwood IT Retail,CRD75942764,-1053.76,GBP,11636865.64
TXN0264,04/04/2026,CARD-STL,Hartsmere Catering,CRD55973612,-3150.07,GBP,11633715.57
TXN0265,04/04/2026,CARD-STL,Hartsmere Catering,CRD13406197,-1845.70,GBP,11631869.87
TXN0266,04/04/2026,CARD-STL,Glenmoor Couriers,CRD21983271,-3260.13,GBP,11628609.74
TXN0267,04/04/2026,CARD-STL,Hartsmere Catering,CRD63072302,-2025.00,GBP,11626584.74
TXN0268,04/04/2026,CARD-STL,Inglewood Print Shop,CRD76047818,-1235.06,GBP,11625349.68
TXN0269,04/04/2026,CARD-STL,Lowfield Hardware,CRD40144346,-1025.07,GBP,11624324.61
TXN0270,04/04/2026,CARD-STL,Fairhaven Parking,CRD69051324,-75.84,GBP,11624248.77
TXN0271,04/04/2026,CARD-STL,Kingsmead Pharmacy,CRD34953412,-3005.78,GBP,11621242.99
TXN0272,04/04/2026,CARD-STL,Cityline Rail,CRD62916770,-1023.44,GBP,11620219.55
TXN0273,04/04/2026,CARD-STL,Jubilee Fitness,CRD14095230,-2878.64,GBP,11617340.91
TXN0274,04/04/2026,CARD-STL,Aeroline Travel,CRD22900808,-56.23,GBP,11617284.68
TXN0275,04/04/2026,CARD-STL,Lowfield Hardware,CRD30170290,-1253.23,GBP,11616031.45
TXN0276,04/04/2026,CARD-STL,Elmswood Books,CRD34297848,-3459.96,GBP,11612571.49
TXN0277,04/04/2026,CARD-STL,Jubilee Fitness,CRD74060135,-398.39,GBP,11612173.10
TXN0278,04/04/2026,CARD-STL,Crestwood IT Retail,CRD87015529,-573.92,GBP,11611599.18
TXN0279,04/04/2026,CARD-STL,Jubilee Fitness,CRD19778334,-767.43,GBP,11610831.75
TXN0280,04/04/2026,CARD-STL,Dunmore Car Hire,CRD82212950,-2855.05,GBP,11607976.70
TXN0281,04/04/2026,CARD-STL,Fairhaven Parking,CRD35826521,-3615.69,GBP,11604361.01
TXN0282,04/04/2026,CARD-STL,Norbury Stationers,CRD92218988,-3624.98,GBP,11600736.03
TXN0283,04/04/2026,CARD-STL,Cityline Rail,CRD83434279,-3536.89,GBP,11597199.14
TXN0284,04/04/2026,CARD-STL,Inglewood Print Shop,CRD68147779,-1201.15,GBP,11595997.99
TXN0285,04/04/2026,CARD-STL,Norbury Stationers,CRD86401697,-3168.07,GBP,11592829.92
TXN0286,04/04/2026,CARD-STL,Inglewood Print Shop,CRD63847893,-7.24,GBP,11592822.68
TXN0287,04/04/2026,CARD-STL,Crestwood IT Retail,CRD25497049,-1158.22,GBP,11591664.46
TXN0288,04/04/2026,CARD-STL,Kingsmead Pharmacy,CRD12945822,-2922.45,GBP,11588742.01
TXN0289,04/04/2026,CARD-STL,Norbury Stationers,CRD67569528,-334.35,GBP,11588407.66
TXN0290,04/04/2026,CARD-STL,Kingsmead Pharmacy,CRD50800862,-3746.09,GBP,11584661.57
TXN0291,04/04/2026,CARD-STL,Jubilee Fitness,CRD75514891,-3228.55,GBP,11581433.02
TXN0292,04/04/2026,CARD-STL,Inglewood Print Shop,CRD18598775,-2106.30,GBP,11579326.72
TXN0293,04/04/2026,CARD-STL,Aeroline Travel,CRD74620331,-923.15,GBP,11578403.57
TXN0294,04/04/2026,CARD-STL,Elmswood Books,CRD71439049,-105.94,GBP,11578297.63
TXN0295,04/04/2026,CARD-STL,Crestwood IT Retail,CRD88168279,-3764.94,GBP,11574532.69
TXN0296,04/04/2026,CARD-STL,Bellamy Coffee Co,CRD14531831,-3036.92,GBP,11571495.77
TXN0297,04/04/2026,CARD-STL,Inglewood Print Shop,CRD19602600,-1095.70,GBP,11570400.07
TXN0298,05/04/2026,CARD-STL,Hartsmere Catering,CRD57513780,-2117.14,GBP,11568282.93
TXN0299,05/04/2026,CARD-STL,Cityline Rail,CRD94739756,-3174.15,GBP,11565108.78
TXN0300,05/04/2026,CARD-STL,Aeroline Travel,CRD17558580,-119.27,GBP,11564989.51
TXN0301,05/04/2026,CARD-STL,Inglewood Print Shop,CRD78024166,-2838.56,GBP,11562150.95
TXN0302,05/04/2026,CARD-STL,Inglewood Print Shop,CRD32034699,-952.68,GBP,11561198.27
TXN0303,05/04/2026,CARD-STL,Jubilee Fitness,CRD71858581,-2783.57,GBP,11558414.70
TXN0304,05/04/2026,CARD-STL,Halewood Fuel Services,CRD12408077,-1167.86,GBP,11557246.84
TXN0305,05/04/2026,CARD-STL,Crestwood IT Retail,CRD76794358,-1440.77,GBP,11555806.07
TXN0306,05/04/2026,CARD-STL,Norbury Stationers,CRD54345699,-904.53,GBP,11554901.54
TXN0307,05/04/2026,CARD-STL,Lowfield Hardware,CRD92012420,-2025.93,GBP,11552875.61
TXN0308,05/04/2026,CARD-STL,Cityline Rail,CRD87089163,-750.04,GBP,11552125.57
TXN0309,05/04/2026,CARD-STL,Aeroline Travel,CRD45534587,-462.47,GBP,11551663.10
TXN0310,05/04/2026,CARD-STL,Dunmore Car Hire,CRD53816260,-2278.59,GBP,11549384.51
TXN0311,05/04/2026,CARD-STL,Dunmore Car Hire,CRD98422435,-740.77,GBP,11548643.74
TXN0312,05/04/2026,CARD-STL,Bellamy Coffee Co,CRD49477931,-744.59,GBP,11547899.15
TXN0313,05/04/2026,CARD-STL,Lowfield Hardware,CRD74970723,-3119.35,GBP,11544779.80
TXN0314,05/04/2026,CARD-STL,Bellamy Coffee Co,CRD55840275,-2467.70,GBP,11542312.10
TXN0315,05/04/2026,CARD-STL,Crestwood IT Retail,CRD99710026,-578.76,GBP,11541733.34
TXN0316,05/04/2026,CARD-STL,Norbury Stationers,CRD75563003,-209.92,GBP,11541523.42
TXN0317,05/04/2026,CARD-STL,Fairhaven Parking,CRD83751383,-2209.93,GBP,11539313.49
TXN0318,05/04/2026,CARD-STL,Bellamy Coffee Co,CRD97417260,-1125.00,GBP,11538188.49
TXN0319,05/04/2026,CARD-STL,Kingsmead Pharmacy,CRD26931266,-3394.26,GBP,11534794.23
TXN0320,05/04/2026,CARD-STL,Lowfield Hardware,CRD64010232,-3733.95,GBP,11531060.28
TXN0321,05/04/2026,CARD-STL,Aeroline Travel,CRD65306748,-1121.07,GBP,11529939.21
TXN0322,05/04/2026,CARD-STL,Hartsmere Catering,CRD88579966,-3196.33,GBP,11526742.88
TXN0323,05/04/2026,CARD-STL,Inglewood Print Shop,CRD58092267,-262.60,GBP,11526480.28
TXN0324,05/04/2026,CARD-STL,Elmswood Books,CRD78057263,-771.43,GBP,11525708.85
TXN0325,05/04/2026,CARD-STL,Hartsmere Catering,CRD84549972,-1823.58,GBP,11523885.27
TXN0326,05/04/2026,CARD-STL,Lowfield Hardware,CRD79028656,-1436.47,GBP,11522448.80
TXN0327,05/04/2026,CARD-STL,Dunmore Car Hire,CRD37005434,-1932.20,GBP,11520516.60
TXN0328,05/04/2026,CARD-STL,Pinehurst Hotels,CRD58013571,-2913.95,GBP,11517602.65
TXN0329,05/04/2026,CARD-STL,Dunmore Car Hire,CRD83157097,-3211.36,GBP,11514391.29
TXN0330,05/04/2026,CARD-STL,Cityline Rail,CRD63871788,-1905.47,GBP,11512485.82
TXN0331,05/04/2026,CARD-STL,Dunmore Car Hire,CRD96795362,-427.89,GBP,11512057.93
TXN0332,05/04/2026,CARD-STL,Crestwood IT Retail,CRD77717668,-1072.45,GBP,11510985.48
TXN0333,05/04/2026,CARD-STL,Crestwood IT Retail,CRD46258471,-263.57,GBP,11510721.91
TXN0334,05/04/2026,CARD-STL,Pinehurst Hotels,CRD86275250,-70.92,GBP,11510650.99
TXN0335,05/04/2026,CARD-STL,Pinehurst Hotels,CRD34964330,-2785.37,GBP,11507865.62
TXN0336,05/04/2026,CARD-STL,Hartsmere Catering,CRD94074478,-3026.78,GBP,11504838.84
TXN0337,05/04/2026,CARD-STL,Halewood Fuel Services,CRD68586196,-2449.08,GBP,11502389.76
TXN0338,05/04/2026,CARD-STL,Cityline Rail,CRD25581619,-89.03,GBP,11502300.73
TXN0339,06/04/2026,CARD-STL,Elmswood Books,CRD92607358,-1784.95,GBP,11500515.78
TXN0340,06/04/2026,CARD-STL,Halewood Fuel Services,CRD86792870,-3351.70,GBP,11497164.08
TXN0341,06/04/2026,CARD-STL,Pinehurst Hotels,CRD59974731,-1805.88,GBP,11495358.20
TXN0342,06/04/2026,CARD-STL,Pinehurst Hotels,CRD73450124,-283.18,GBP,11495075.02
TXN0343,06/04/2026,CARD-STL,Pinehurst Hotels,CRD16305263,-3715.39,GBP,11491359.63
TXN0344,06/04/2026,CARD-STL,Fairhaven Parking,CRD59213751,-805.80,GBP,11490553.83
TXN0345,06/04/2026,CARD-STL,Dunmore Car Hire,CRD57167874,-1328.16,GBP,11489225.67
TXN0346,06/04/2026,CARD-STL,Jubilee Fitness,CRD16324438,-1879.31,GBP,11487346.36
TXN0347,06/04/2026,CARD-STL,Kingsmead Pharmacy,CRD73158527,-1496.82,GBP,11485849.54
TXN0348,06/04/2026,CARD-STL,Crestwood IT Retail,CRD67895103,-1471.65,GBP,11484377.89
TXN0349,06/04/2026,CARD-STL,Cityline Rail,CRD33408619,-1829.08,GBP,11482548.81
TXN0350,06/04/2026,CARD-STL,Dunmore Car Hire,CRD21474543,-1317.81,GBP,11481231.00
TXN0351,06/04/2026,CARD-STL,Bellamy Coffee Co,CRD43998514,-864.14,GBP,11480366.86
TXN0352,06/04/2026,CARD-STL,Pinehurst Hotels,CRD41256615,-1411.54,GBP,11478955.32
TXN0353,06/04/2026,CARD-STL,Cityline Rail,CRD55156185,-2363.26,GBP,11476592.06
TXN0354,06/04/2026,CARD-STL,Cityline Rail,CRD42134698,-2637.20,GBP,11473954.86
TXN0355,06/04/2026,CARD-STL,Lowfield Hardware,CRD69979514,-1504.28,GBP,11472450.58
TXN0356,06/04/2026,CARD-STL,Glenmoor Couriers,CRD24678710,-2126.95,GBP,11470323.63
TXN0357,06/04/2026,CARD-STL,Fairhaven Parking,CRD12600944,-1824.49,GBP,11468499.14
TXN0358,06/04/2026,CARD-STL,Bellamy Coffee Co,CRD68966277,-2667.02,GBP,11465832.12
TXN0359,06/04/2026,CARD-STL,Dunmore Car Hire,CRD19425445,-109.45,GBP,11465722.67
TXN0360,06/04/2026,CARD-STL,Inglewood Print Shop,CRD66659349,-2923.66,GBP,11462799.01
TXN0361,06/04/2026,CARD-STL,Inglewood Print Shop,CRD79418953,-526.92,GBP,11462272.09
TXN0362,06/04/2026,CARD-STL,Jubilee Fitness,CRD56762083,-1358.54,GBP,11460913.55
TXN0363,06/04/2026,CARD-STL,Dunmore Car Hire,CRD96891813,-3109.56,GBP,11457803.99
TXN0364,06/04/2026,CARD-STL,Crestwood IT Retail,CRD89393823,-241.92,GBP,11457562.07
TXN0365,06/04/2026,CARD-STL,Aeroline Travel,CRD99415133,-2764.44,GBP,11454797.63
TXN0366,06/04/2026,CARD-STL,Bellamy Coffee Co,CRD47139516,-3067.92,GBP,11451729.71
TXN0367,06/04/2026,CARD-STL,Fairhaven Parking,CRD69176948,-6.25,GBP,11451723.46
TXN0368,06/04/2026,CARD-STL,Jubilee Fitness,CRD89839881,-1983.81,GBP,11449739.65
TXN0369,06/04/2026,CARD-STL,Jubilee Fitness,CRD78595495,-2187.07,GBP,11447552.58
TXN0370,06/04/2026,CARD-STL,Aeroline Travel,CRD73771115,-1329.75,GBP,11446222.83
TXN0371,06/04/2026,CARD-STL,Pinehurst Hotels,CRD76375641,-339.80,GBP,11445883.03
TXN0372,06/04/2026,CARD-STL,Jubilee Fitness,CRD53071794,-171.33,GBP,11445711.70
TXN0373,06/04/2026,CARD-STL,Cityline Rail,CRD31801377,-2112.65,GBP,11443599.05
TXN0374,06/04/2026,CARD-STL,Norbury Stationers,CRD49604912,-186.03,GBP,11443413.02
TXN0375,06/04/2026,CARD-STL,Dunmore Car Hire,CRD46050244,-1995.40,GBP,11441417.62
TXN0376,06/04/2026,CARD-STL,Norbury Stationers,CRD44300660,-1283.93,GBP,11440133.69
TXN0377,06/04/2026,CARD-STL,Glenmoor Couriers,CRD11937268,-3493.88,GBP,11436639.81
TXN0378,07/04/2026,SUPPLIER-BACS,Rowanmere Facilities,INV-1006,-42665.15,GBP,11393974.66
TXN0379,07/04/2026,SUPPLIER-CHAPS,Prestwich Bearings,INV-001022,-34247.62,GBP,11359727.04
TXN0380,07/04/2026,SUPPLIER-BACS,Kelvinside Media,INV-1063,-5777.94,GBP,11353949.10
TXN0381,07/04/2026,SUPPLIER-FPS,Eastvale Packaging,INV-1071,-42519.92,GBP,11311429.18
TXN0382,07/04/2026,SUPPLIER-BACS,Ulverston Adhesives,INV-1117,-23973.72,GBP,11287455.46
TXN0383,07/04/2026,SUPPLIER-BACS,Bramwell Chemicals,INV-1120,-22355.08,GBP,11265100.38
TXN0384,07/04/2026,SUPPLIER-FPS,Beckworth Tooling,INV-1128,-7538.63,GBP,11257561.75
TXN0385,07/04/2026,SUPPLIER-CHAPS,Melbury Cabling,INV-1139,-36626.71,GBP,11220935.04
TXN0386,07/04/2026,SUPPLIER-BACS,Ravensworth Foods,INV1144,-22220.78,GBP,11198714.26
TXN0387,07/04/2026,CARD-STL,Bellamy Coffee Co,CRD95489846,-1950.85,GBP,11196763.41
TXN0388,07/04/2026,CARD-STL,Norbury Stationers,CRD36640272,-3381.18,GBP,11193382.23
TXN0389,07/04/2026,CARD-STL,Inglewood Print Shop,CRD29686519,-1500.00,GBP,11191882.23
TXN0390,07/04/2026,CARD-STL,Cityline Rail,CRD21082523,-2462.34,GBP,11189419.89
TXN0391,07/04/2026,CARD-STL,Norbury Stationers,CRD91637518,-1731.03,GBP,11187688.86
TXN0392,07/04/2026,CARD-STL,Cityline Rail,CRD39534274,-840.90,GBP,11186847.96
TXN0393,07/04/2026,CARD-STL,Fairhaven Parking,CRD52419479,-635.88,GBP,11186212.08
TXN0394,07/04/2026,CARD-STL,Cityline Rail,CRD51865057,-3160.24,GBP,11183051.84
TXN0395,07/04/2026,CARD-STL,Lowfield Hardware,CRD10417668,-1673.10,GBP,11181378.74
TXN0396,07/04/2026,CARD-STL,Pinehurst Hotels,CRD26800234,-2512.17,GBP,11178866.57
TXN0397,07/04/2026,CARD-STL,Cityline Rail,CRD96579060,-3604.94,GBP,11175261.63
TXN0398,07/04/2026,CARD-STL,Kingsmead Pharmacy,CRD30156954,-2078.31,GBP,11173183.32
TXN0399,07/04/2026,CARD-STL,Cityline Rail,CRD97894013,-1002.31,GBP,11172181.01
TXN0400,07/04/2026,CARD-STL,Jubilee Fitness,CRD60917204,-3636.32,GBP,11168544.69
TXN0401,07/04/2026,CARD-STL,Norbury Stationers,CRD68915962,-1314.23,GBP,11167230.46
TXN0402,07/04/2026,CARD-STL,Cityline Rail,CRD19623487,-2699.19,GBP,11164531.27
TXN0403,07/04/2026,CARD-STL,Kingsmead Pharmacy,CRD17749205,-929.88,GBP,11163601.39
TXN0404,07/04/2026,CARD-STL,Cityline Rail,CRD68910398,-1922.14,GBP,11161679.25
TXN0405,07/04/2026,CARD-STL,Lowfield Hardware,CRD54001883,-775.56,GBP,11160903.69
TXN0406,07/04/2026,CARD-STL,Kingsmead Pharmacy,CRD30972076,-2912.73,GBP,11157990.96
TXN0407,07/04/2026,CARD-STL,Kingsmead Pharmacy,CRD94970151,-2244.12,GBP,11155746.84
TXN0408,07/04/2026,CARD-STL,Elmswood Books,CRD75528917,-3010.45,GBP,11152736.39
TXN0409,07/04/2026,CARD-STL,Halewood Fuel Services,CRD92817714,-2497.49,GBP,11150238.90
TXN0410,07/04/2026,CARD-STL,Elmswood Books,CRD75381598,-117.54,GBP,11150121.36
TXN0411,07/04/2026,CARD-STL,Hartsmere Catering,CRD41632010,-2739.11,GBP,11147382.25
TXN0412,07/04/2026,CARD-STL,Halewood Fuel Services,CRD38088938,-1576.83,GBP,11145805.42
TXN0413,07/04/2026,CARD-STL,Cityline Rail,CRD28260096,-13.90,GBP,11145791.52
TXN0414,07/04/2026,CARD-STL,Kingsmead Pharmacy,CRD84181946,-2914.66,GBP,11142876.86
TXN0415,07/04/2026,CARD-STL,Glenmoor Couriers,CRD75889604,-3311.51,GBP,11139565.35
TXN0416,07/04/2026,CARD-STL,Lowfield Hardware,CRD83895132,-2170.55,GBP,11137394.80
TXN0417,07/04/2026,CARD-STL,Hartsmere Catering,CRD59611505,-3152.96,GBP,11134241.84
TXN0418,07/04/2026,CARD-STL,Halewood Fuel Services,CRD23057045,-859.42,GBP,11133382.42
TXN0419,07/04/2026,CARD-STL,Kingsmead Pharmacy,CRD28593731,-907.19,GBP,11132475.23
TXN0420,07/04/2026,CARD-STL,Glenmoor Couriers,CRD19725512,-2953.66,GBP,11129521.57
TXN0421,07/04/2026,CARD-STL,Bellamy Coffee Co,CRD31872914,-94.79,GBP,11129426.78
TXN0422,07/04/2026,CARD-STL,Cityline Rail,CRD23677781,-3002.49,GBP,11126424.29
TXN0423,07/04/2026,CARD-STL,Halewood Fuel Services,CRD41387234,-1819.26,GBP,11124605.03
TXN0424,07/04/2026,CARD-STL,Hartsmere Catering,CRD37799589,-778.58,GBP,11123826.45
TXN0425,07/04/2026,CARD-STL,Inglewood Print Shop,CRD17058667,-3762.82,GBP,11120063.63
TXN0426,07/04/2026,DD-UTIL,Cinderford Gas,DD264513,-1323.78,GBP,11118739.85
TXN0427,07/04/2026,DD-UTIL,Talkline Telecom,DD960392,-1093.25,GBP,11117646.60
TXN0428,07/04/2026,DD-UTIL,Metro Waste Services,DD829213,-1132.79,GBP,11116513.81
TXN0429,07/04/2026,DD-UTIL,Aquavale Water,DD512519,-909.59,GBP,11115604.22
TXN0430,07/04/2026,DD-UTIL,Aquavale Water,DD486769,-111.56,GBP,11115492.66
TXN0431,07/04/2026,DD-UTIL,Shieldcrest Insurance,DD810481,-1084.59,GBP,11114408.07
TXN0432,07/04/2026,DD-UTIL,Cinderford Gas,DD435901,-1423.49,GBP,11112984.58
TXN0433,07/04/2026,DD-UTIL,Aquavale Water,DD256774,-1782.13,GBP,11111202.45
TXN0434,07/04/2026,DD-UTIL,Metro Waste Services,DD940536,-457.74,GBP,11110744.71
TXN0435,07/04/2026,DD-UTIL,Metro Waste Services,DD739412,-1212.70,GBP,11109532.01
TXN0436,07/04/2026,DD-UTIL,Cinderford Gas,DD925747,-1749.54,GBP,11107782.47
TXN0437,07/04/2026,DD-UTIL,Metro Waste Services,DD549213,-534.94,GBP,11107247.53
TXN0438,07/04/2026,DD-UTIL,Broadreach Broadband,DD359896,-752.59,GBP,11106494.94
TXN0439,07/04/2026,DD-UTIL,Aquavale Water,DD394035,-738.29,GBP,11105756.65
TXN0440,07/04/2026,DD-UTIL,Aquavale Water,DD134638,-680.60,GBP,11105076.05
TXN0441,07/04/2026,DD-UTIL,Metro Waste Services,DD128363,-730.74,GBP,11104345.31
TXN0442,07/04/2026,DD-UTIL,Aquavale Water,DD107035,-1290.98,GBP,11103054.33
TXN0443,07/04/2026,DD-UTIL,Talkline Telecom,DD783452,-331.17,GBP,11102723.16
TXN0444,07/04/2026,DD-UTIL,Broadreach Broadband,DD722090,-1360.56,GBP,11101362.60
TXN0445,07/04/2026,DD-UTIL,Aquavale Water,DD953302,-1199.68,GBP,11100162.92
TXN0446,07/04/2026,DD-UTIL,Parkfield Rates,DD153666,-818.30,GBP,11099344.62
TXN0447,07/04/2026,DD-UTIL,Parkfield Rates,DD776486,-1577.91,GBP,11097766.71
TXN0448,07/04/2026,DD-UTIL,Northern Grid Power,DD252313,-1392.59,GBP,11096374.12
TXN0449,07/04/2026,DD-UTIL,Metro Waste Services,DD447496,-224.28,GBP,11096149.84
TXN0450,07/04/2026,DD-UTIL,Talkline Telecom,DD796152,-1086.14,GBP,11095063.70
TXN0451,07/04/2026,DD-UTIL,Northern Grid Power,DD308606,-1233.88,GBP,11093829.82
TXN0452,07/04/2026,DD-UTIL,Parkfield Rates,DD269664,-1689.00,GBP,11092140.82
TXN0453,07/04/2026,DD-UTIL,Northern Grid Power,DD172692,-25.17,GBP,11092115.65
TXN0454,07/04/2026,DD-UTIL,Talkline Telecom,DD889480,-357.05,GBP,11091758.60
TXN0455,07/04/2026,DD-UTIL,Cinderford Gas,DD655564,-99.96,GBP,11091658.64
TXN0456,07/04/2026,DD-UTIL,Broadreach Broadband,DD729972,-1517.21,GBP,11090141.43
TXN0457,07/04/2026,DD-UTIL,Northern Grid Power,DD326051,-1499.62,GBP,11088641.81
TXN0458,07/04/2026,DD-UTIL,Aquavale Water,DD502353,-631.73,GBP,11088010.08
TXN0459,07/04/2026,DD-UTIL,Cinderford Gas,DD400658,-297.07,GBP,11087713.01
TXN0460,07/04/2026,DD-UTIL,Parkfield Rates,DD890387,-539.74,GBP,11087173.27
TXN0461,07/04/2026,DD-UTIL,Parkfield Rates,DD217541,-329.15,GBP,11086844.12
TXN0462,07/04/2026,DD-UTIL,Talkline Telecom,DD810164,-1656.91,GBP,11085187.21
TXN0463,07/04/2026,DD-UTIL,Broadreach Broadband,DD117425,-1351.80,GBP,11083835.41
TXN0464,07/04/2026,DD-UTIL,Cinderford Gas,DD470010,-1005.21,GBP,11082830.20
TXN0465,07/04/2026,DD-UTIL,Parkfield Rates,DD988087,-1859.86,GBP,11080970.34
TXN0466,07/04/2026,DD-UTIL,Aquavale Water,DD921609,-1859.82,GBP,11079110.52
TXN0467,07/04/2026,DD-UTIL,Northern Grid Power,DD449789,-517.51,GBP,11078593.01
TXN0468,07/04/2026,DD-UTIL,Cinderford Gas,DD965273,-525.52,GBP,11078067.49
TXN0469,07/04/2026,DD-UTIL,Broadreach Broadband,DD578858,-1591.67,GBP,11076475.82
TXN0470,07/04/2026,DD-UTIL,Broadreach Broadband,DD916107,-1729.34,GBP,11074746.48
TXN0471,07/04/2026,BANK-CHG,Northgate Bank plc,CHG512702,-88.70,GBP,11074657.78
TXN0472,07/04/2026,BANK-CHG,Northgate Bank plc,CHG319272,-17.41,GBP,11074640.37
TXN0473,07/04/2026,BANK-CHG,Northgate Bank plc,CHG676487,-20.12,GBP,11074620.25
TXN0474,07/04/2026,BANK-CHG,Northgate Bank plc,CHG249451,-13.33,GBP,11074606.92
TXN0475,07/04/2026,BANK-CHG,Northgate Bank plc,CHG480194,-58.65,GBP,11074548.27
TXN0476,07/04/2026,BANK-CHG,Northgate Bank plc,CHG449019,-15.11,GBP,11074533.16
TXN0477,07/04/2026,BANK-CHG,Northgate Bank plc,CHG194745,-8.29,GBP,11074524.87
TXN0478,07/04/2026,BANK-CHG,Northgate Bank plc,CHG577334,-22.60,GBP,11074502.27
TXN0479,07/04/2026,BANK-CHG,Northgate Bank plc,CHG285743,-85.89,GBP,11074416.38
TXN0480,07/04/2026,BANK-CHG,Northgate Bank plc,CHG456893,-39.42,GBP,11074376.96
TXN0481,07/04/2026,BANK-CHG,Northgate Bank plc,CHG275733,-77.04,GBP,11074299.92
TXN0482,07/04/2026,BANK-CHG,Northgate Bank plc,CHG334222,-81.44,GBP,11074218.48
TXN0483,07/04/2026,BANK-CHG,Northgate Bank plc,CHG430436,-36.38,GBP,11074182.10
TXN0484,07/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-08,278.14,GBP,11074460.24
TXN0485,07/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-37,428.16,GBP,11074888.40
TXN0486,07/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-75,55.11,GBP,11074943.51
TXN0487,07/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-50,460.42,GBP,11075403.93
TXN0488,07/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF691530,-10416.34,GBP,11064987.59
TXN0489,07/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF471559,-31917.39,GBP,11033070.20
TXN0490,07/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF946396,41023.89,GBP,11074094.09
TXN0491,08/04/2026,SUPPLIER-CHAPS,Southwold Marine,INV1025,-43992.03,GBP,11030102.06
TXN0492,08/04/2026,SUPPLIER-BACS,Rowanmere Facilities,INV-001036,-19836.99,GBP,11010265.07
TXN0493,08/04/2026,SUPPLIER-CHAPS,Prestwich Bearings,INV-1052,-18269.13,GBP,10991995.94
TXN0494,08/04/2026,SUPPLIER-BACS,Kelvinside Media,INV1093,-32131.79,GBP,10959864.15
TXN0495,08/04/2026,SUPPLIER-FPS,Eastvale Packaging,INV-1101,-43230.98,GBP,10916633.17
TXN0496,08/04/2026,SUPPLIER-BACS,Ulverston Adhesives,INV-1147,-30117.82,GBP,10886515.35
TXN0497,08/04/2026,SUPPLIER-BACS,Bramwell Chemicals,INV-1150,-12788.86,GBP,10873726.49
TXN0498,08/04/2026,SUPPLIER-FPS,Beckworth Tooling,INV-001158,-22847.12,GBP,10850879.37
TXN0499,08/04/2026,SUPPLIER-CHAPS,Melbury Cabling,INV-1169,-33615.70,GBP,10817263.67
TXN0500,08/04/2026,SUPPLIER-BACS,Bramwell Chemicals,INV-2312,-6404.20,GBP,10810859.47
TXN0501,08/04/2026,CARD-STL,Halewood Fuel Services,CRD11109834,-1111.36,GBP,10809748.11
TXN0502,08/04/2026,CARD-STL,Bellamy Coffee Co,CRD30185782,-979.92,GBP,10808768.19
TXN0503,08/04/2026,CARD-STL,Aeroline Travel,CRD97019570,-800.08,GBP,10807968.11
TXN0504,08/04/2026,CARD-STL,Fairhaven Parking,CRD47323265,-2334.38,GBP,10805633.73
TXN0505,08/04/2026,CARD-STL,Inglewood Print Shop,CRD42452112,-3172.04,GBP,10802461.69
TXN0506,08/04/2026,CARD-STL,Elmswood Books,CRD60523479,-1367.57,GBP,10801094.12
TXN0507,08/04/2026,CARD-STL,Aeroline Travel,CRD34714640,-1727.82,GBP,10799366.30
TXN0508,08/04/2026,CARD-STL,Halewood Fuel Services,CRD88547397,-2748.95,GBP,10796617.35
TXN0509,08/04/2026,CARD-STL,Inglewood Print Shop,CRD33719109,-301.58,GBP,10796315.77
TXN0510,08/04/2026,CARD-STL,Halewood Fuel Services,CRD85562386,-2886.13,GBP,10793429.64
TXN0511,08/04/2026,CARD-STL,Pinehurst Hotels,CRD79349046,-1417.07,GBP,10792012.57
TXN0512,08/04/2026,CARD-STL,Glenmoor Couriers,CRD79746022,-1191.54,GBP,10790821.03
TXN0513,08/04/2026,CARD-STL,Elmswood Books,CRD95035093,-3780.76,GBP,10787040.27
TXN0514,08/04/2026,CARD-STL,Kingsmead Pharmacy,CRD44352376,-1262.79,GBP,10785777.48
TXN0515,08/04/2026,CARD-STL,Glenmoor Couriers,CRD13911394,-1984.21,GBP,10783793.27
TXN0516,08/04/2026,CARD-STL,Lowfield Hardware,CRD77107383,-2352.70,GBP,10781440.57
TXN0517,08/04/2026,CARD-STL,Aeroline Travel,CRD60032297,-2637.35,GBP,10778803.22
TXN0518,08/04/2026,CARD-STL,Inglewood Print Shop,CRD98998610,-2378.32,GBP,10776424.90
TXN0519,08/04/2026,CARD-STL,Bellamy Coffee Co,CRD61783265,-2698.36,GBP,10773726.54
TXN0520,08/04/2026,CARD-STL,Bellamy Coffee Co,CRD70424088,-121.44,GBP,10773605.10
TXN0521,08/04/2026,CARD-STL,Dunmore Car Hire,CRD89499277,-813.53,GBP,10772791.57
TXN0522,08/04/2026,CARD-STL,Crestwood IT Retail,CRD77900889,-1618.57,GBP,10771173.00
TXN0523,08/04/2026,CARD-STL,Hartsmere Catering,CRD84103302,-652.98,GBP,10770520.02
TXN0524,08/04/2026,CARD-STL,Kingsmead Pharmacy,CRD44572951,-1306.12,GBP,10769213.90
TXN0525,08/04/2026,CARD-STL,Dunmore Car Hire,CRD20218373,-553.75,GBP,10768660.15
